id,title,place,tags
481,"<a href=""https://kb.hs3.pl/t/481"">Gitara elektryczna Blond STR-1H MN SFG</a>","<a href=""https://kb.hs3.pl/tag/audiolab"">audiolab</a>",['audiolab']
479,"<a href=""https://kb.hs3.pl/t/479"">Guitalele Ever Play GT-WBK</a>","<a href=""https://kb.hs3.pl/tag/audiolab"">audiolab</a>",['audiolab']
456,"<a href=""https://kb.hs3.pl/t/456"">Wzmacniacz gitarowy Roland Micro Cube</a>","<a href=""https://kb.hs3.pl/tag/audiolab"">audiolab</a>",['audiolab']
530,"<a href=""https://kb.hs3.pl/t/530"">Discman SONY</a>","<a href=""https://kb.hs3.pl/tag/audiolab"">audiolab</a>",['audiolab']
531,"<a href=""https://kb.hs3.pl/t/531"">Streamer LTO-4 HP M8609A</a>","<a href=""https://kb.hs3.pl/tag/server-room"">server-room</a>",['server-room']
376,"<a href=""https://kb.hs3.pl/t/376"">Drukarka 3D HEVO (Hypercube Evolution</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', '3d-print']"
699,"<a href=""https://kb.hs3.pl/t/699"">Gra Blood Bowl z przyległościami</a>","<a href=""https://kb.hs3.pl/tag/cow-work"">cow-work</a>","['cow-work', 'audiolab', 'boardgame', 'sticker-needed']"
702,"<a href=""https://kb.hs3.pl/t/702"">Wózek na tacki projektowe</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
719,"<a href=""https://kb.hs3.pl/t/719"">Pudełko projektowe ""Fala za Falą""</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'sticker-needed']"
703,"<a href=""https://kb.hs3.pl/t/703"">Tacki projektowe</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'sticker-needed']"
717,"<a href=""https://kb.hs3.pl/t/717"">Gniazdo DC 5,5/2,5mm do druku - poziome</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
716,"<a href=""https://kb.hs3.pl/t/716"">Konektor FPC 8-pin</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
715,"<a href=""https://kb.hs3.pl/t/715"">Przełącznik DIP switch 2 tory</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
714,"<a href=""https://kb.hs3.pl/t/714"">Przełącznik DIP switch 4 tory</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
712,"<a href=""https://kb.hs3.pl/t/712"">Złącze śrubowe ARK 3-pinowe</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
711,"<a href=""https://kb.hs3.pl/t/711"">Złącze śrubowe ARK 2-pinowe</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
710,"<a href=""https://kb.hs3.pl/t/710"">Złącze śrubowe ARK 4-pinowe</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
708,"<a href=""https://kb.hs3.pl/t/708"">Origami LED Matrix</a>","<a href=""https://kb.hs3.pl/tag/server-room"">server-room</a>","['projects', 'server-room']"
704,"<a href=""https://kb.hs3.pl/t/704"">Tranzystor PNP bipolarny 50V</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
705,"<a href=""https://kb.hs3.pl/t/705"">Tranzystor NPN bipolarny 45V</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
707,"<a href=""https://kb.hs3.pl/t/707"">Przycisk monostabilny - tact switch</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
706,"<a href=""https://kb.hs3.pl/t/706"">Tranzystor T482 BVBR11</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'electronics']"
561,"<a href=""https://kb.hs3.pl/t/561"">Antena Dipol na 30m</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
701,"<a href=""https://kb.hs3.pl/t/701"">Celestia - edukacyjna ściana nocnego nieba</a>","<a href=""https://kb.hs3.pl/tag/server-room"">server-room</a>","['projects', 'server-room']"
388,"<a href=""https://kb.hs3.pl/t/388"">Zasilacz 16A, 12V dc</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
700,"<a href=""https://kb.hs3.pl/t/700"">Drukarka 3D Creality Ender do samodzielnego złożenia</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'sticker-needed']"
377,"<a href=""https://kb.hs3.pl/t/377"">Drukarka 3D “Elegoo Neptune 4 Pro”</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', '3d-print']"
514,"<a href=""https://kb.hs3.pl/t/514"">Pistolet do kleju na gorąco</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
698,"<a href=""https://kb.hs3.pl/t/698"">Disco betoniarka</a>","<a href=""https://kb.hs3.pl/tag/garage"">garage</a>","['garage', 'projects', 'sticker-needed']"
179,"<a href=""https://kb.hs3.pl/t/179"">Sprzęt komp Desktop Dr Robotomy</a>","<a href=""https://kb.hs3.pl/tag/cow-work"">cow-work</a>",['cow-work']
585,"<a href=""https://kb.hs3.pl/t/585"">Ścianka narzędziowa</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
584,"<a href=""https://kb.hs3.pl/t/584"">Stojak ze śrubokrętami</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
583,"<a href=""https://kb.hs3.pl/t/583"">Pudełko z zapalniczkami</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
582,"<a href=""https://kb.hs3.pl/t/582"">Konwerter ATC-1000 firmy F&F</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
581,"<a href=""https://kb.hs3.pl/t/581"">Pojemnik z konektorami</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
580,"<a href=""https://kb.hs3.pl/t/580"">Pudło - rurki / koszulki termokurczliwe, różne rodzaje</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
579,"<a href=""https://kb.hs3.pl/t/579"">Uchwyt na kolbę gorącego powietrza (hot-air) z magnetycznym stolikiem naprawczym W.E.R 628</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
578,"<a href=""https://kb.hs3.pl/t/578"">Myjka ultradźwiękowa 2</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
577,"<a href=""https://kb.hs3.pl/t/577"">Żywiczna drukarka 3D Elegoo Mars 2 Pro</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', '3d-print']"
576,"<a href=""https://kb.hs3.pl/t/576"">Pudło z filamentami kolorowymi krótkimi</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', '3d-print']"
575,"<a href=""https://kb.hs3.pl/t/575"">Pudło z materiałami do drukarek 3D</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
574,"<a href=""https://kb.hs3.pl/t/574"">Laminator biurowy Leitz iLAM Office Pro A3</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
573,"<a href=""https://kb.hs3.pl/t/573"">Deska do krojenia, bambus, 53x46 cm</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
572,"<a href=""https://kb.hs3.pl/t/572"">Farba Akrylowa Greenish</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
571,"<a href=""https://kb.hs3.pl/t/571"">Smartphone Nexus LG</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
570,"<a href=""https://kb.hs3.pl/t/570"">Smartphone Google</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
569,"<a href=""https://kb.hs3.pl/t/569"">Smartphone Samsung</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
568,"<a href=""https://kb.hs3.pl/t/568"">Redmi smartphone</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
567,"<a href=""https://kb.hs3.pl/t/567"">iPhone</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
566,"<a href=""https://kb.hs3.pl/t/566"">Materiały do plotera (winyl i inne) + krepa</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
565,"<a href=""https://kb.hs3.pl/t/565"">Antena bazowa HamRadioShop 10 cm</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
564,"<a href=""https://kb.hs3.pl/t/564"">LORA / Meshtastic</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
563,"<a href=""https://kb.hs3.pl/t/563"">Przełącznik antenowy na 4 anteny KF ze sterownikiem</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
562,"<a href=""https://kb.hs3.pl/t/562"">DREMEL 3000</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
283,"<a href=""https://kb.hs3.pl/t/283"">Telewizor Funai</a>","<a href=""https://kb.hs3.pl/tag/cow-work"">cow-work</a>",['cow-work']
478,"<a href=""https://kb.hs3.pl/t/478"">Gitara basowa Squier Precision Bass</a>","<a href=""https://kb.hs3.pl/tag/audiolab"">audiolab</a>",['audiolab']
533,"<a href=""https://kb.hs3.pl/t/533"">Access Point Mikrotik cAP ac</a>",unknown,[]
545,"<a href=""https://kb.hs3.pl/t/545"">LEGO piedestał z figurkami i jednorożcem</a>","<a href=""https://kb.hs3.pl/tag/cow-work"">cow-work</a>",['cow-work']
370,"<a href=""https://kb.hs3.pl/t/370"">Infiniti mirror - części, pudło</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>",['lab']
537,"<a href=""https://kb.hs3.pl/t/537"">Płyta główna GIGABYTE GA-790XT-USB3</a>","<a href=""https://kb.hs3.pl/tag/cow-work"">cow-work</a>",['cow-work']
536,"<a href=""https://kb.hs3.pl/t/536"">Płyta główna ECS L7VMM3</a>","<a href=""https://kb.hs3.pl/tag/cow-work"">cow-work</a>",['cow-work']
535,"<a href=""https://kb.hs3.pl/t/535"">Płyta główna EPoX EP-8K9A7I</a>","<a href=""https://kb.hs3.pl/tag/cow-work"">cow-work</a>",['cow-work']
92,"<a href=""https://kb.hs3.pl/t/92"">Drukarka 3D Creality K1 Max</a>","<a href=""https://kb.hs3.pl/tag/lab"">lab</a>","['lab', 'tools', '3d-print']"
454,"<a href=""https://kb.hs3.pl/t/454"">Perkusja Alesis DM8</a>","<a href=""https://kb.hs3.pl/tag/cow-work"">cow-work</a>","['cow-work', 'audiolab']"
